id,smoking
159256,0.5551788968148745
159257,0.18959587006129283
159258,0.38254125814692597
159259,0.017864465664007897
159260,0.616502112640208
159261,0.9205221666274537
159262,0.4345630696650635
159263,0.05008323993998907
159264,0.13650808119874083
159265,0.031190072879930083
159266,0.4206447778900979
159267,0.17816438660069983
159268,0.005812547027703487
159269,0.13722017126922842
159270,0.013107135656694137
159271,0.6474517499670988
159272,0.8807813829541369
159273,0.752207259546357
159274,0.05025176554607429
159275,0.32505659820891775
159276,0.39093312030867977
159277,0.8920315938006661
159278,0.6447693192210231
159279,0.7934477529517575
159280,0.030940421583350017
159281,0.8522183023928449
159282,0.8163475320369472
159283,0.7408338407650569
159284,0.7430037970017217
159285,0.00696087074434268
159286,0.6488637825221796
159287,0.018663357664669047
159288,0.1591844235364204
159289,0.7354377591086559
159290,0.5577368064395627
159291,0.4972470417539583
159292,0.045396663418838266
159293,0.14542602139032754
159294,0.26478532018277146
159295,0.6270022790600611
159296,0.8310115469843449
159297,0.007887963046891858
159298,0.30329114089068016
159299,0.010650618933039441
159300,0.013393468699735482
159301,0.017549426571102127
159302,0.09751834418592333
159303,0.1764681928065913
159304,0.2832528125161489
159305,0.6789626567156367
159306,0.7811949410483643
159307,0.12716570541439612
159308,0.32793394550010807
159309,0.06960265498377928
159310,0.4357389941530107
159311,0.6286497325134319
159312,0.4308866453546661
159313,0.6303574883593017
159314,0.8217713759393649
159315,0.6072778092307578
159316,0.01595695752162857
159317,0.4661271765908165
159318,0.3188505823573216
159319,0.6517258314656369
159320,0.7365231934682852
159321,0.11259313348147951
159322,0.7181911698986878
159323,0.6567741040656205
159324,0.3296979504074297
159325,0.5505357372146592
159326,0.8046887112227367
159327,0.6809400803927712
159328,0.5970417801158228
159329,0.4964911479280615
159330,0.009470028853157076
159331,0.7696877270520394
159332,0.008356485598609749
159333,0.006879469517941544
159334,0.3211134462392287
159335,0.0784185053678187
159336,0.5363982041668753
159337,0.8112297115913684
159338,0.40546160965186556
159339,0.8925586432218563
159340,0.5023461029843589
159341,0.8577339817254234
159342,0.80914636034658
159343,0.4717174885167239
159344,0.4919611691864377
159345,0.012406035544279123
159346,0.5121054883669015
159347,0.7334374802144671
159348,0.7975340244658815
159349,0.005963323303910698
159350,0.009116768051013354
159351,0.729307005097771
159352,0.6980911739338092
159353,0.32753795775821015
159354,0.010166248490715643
159355,0.7583886455409699
159356,0.8728214975359546
159357,0.8341590084953323
159358,0.28012136012674577
159359,0.7094620652299122
159360,0.07429384221017862
159361,0.8102517749209961
159362,0.025703313637745247
159363,0.749186586762052
159364,0.7590971923410794
159365,0.7552955664895936
159366,0.00558863670249482
159367,0.42721567011849826
159368,0.5615745199105063
159369,0.7185231922743606
159370,0.3688932593445322
159371,0.5057455650209105
